,Car Brand,Model,Price,Model Year,Location,Fuel,Driven (Kms),Gear,Ownership,EMI (monthly)
4209,Maruti,Swift DzireVXI 1.2 BS IV,536399,2016,Mumbai,Petrol,46039,Manual,1,11932
4210,Maruti,SwiftVDI,641099,2018,Mumbai,Diesel,29446,Manual,1,14261
4211,Maruti,ErtigaVXI AT,676799,2016,Mumbai,Petrol,38039,Automatic,1,15055
4212,Skoda,SuperbELEGANCE 1.8 TSI MT,393899,2012,Mumbai,Petrol,77034,Manual,2,8762
4213,Maruti,Swift DzireVXI 1.2 BS IV,473599,2015,Mumbai,Petrol,40712,Manual,2,10535
4214,Hyundai,VENUES MT 1.2 KAPPA,799499,2020,Mumbai,Petrol,11974,Manual,1,17784
4215,Renault,KwidRXT,298499,2017,Mumbai,Petrol,68429,Manual,1,6640
4216,Hyundai,EonERA PLUS,271399,2014,Mumbai,Petrol,34397,Manual,2,6037
4217,Maruti,BalenoZETA 1.2 K12,645999,2019,Mumbai,Petrol,30793,Manual,1,14370
4218,Skoda,RapidAMBITION 1.6 MPI MT PLUS,427199,2014,Mumbai,Petrol,55444,Manual,1,9503
4219,MG,HECTORSHARP DCT PETROL,1772799,2020,Mumbai,Petrol,11480,Automatic,1,39435
4220,Volkswagen,VentoCOMFORTLINE PETROL,677299,2018,Mumbai,Petrol,22247,Manual,1,15066
4221,Maruti,Alto 800LXI,201399,2012,Mumbai,Petrol,68344,Manual,1,4480
4222,KIA,,1643599,2019,Mumbai,Petrol,5348,,1,36561
4223,Honda,CityVX MT PETROL,672399,2015,Mumbai,Petrol,53678,Manual,1,14957
4224,Maruti,S CrossZETA 1.3 SHVS,848699,2018,Mumbai,Diesel,18414,Manual,1,18879
4225,Maruti,ErtigaVDI SHVS,725299,2016,Mumbai,Diesel,51097,Manual,1,16134
4226,Maruti,BalenoALPHA 1.2 K12,483199,2016,Mumbai,Petrol,61456,Manual,1,10748
4227,Hyundai,Verna1.6 SX (O) CRDI MT,952399,2017,Mumbai,Diesel,42544,Manual,2,21186
4228,Hyundai,i10SPORTZ 1.2 KAPPA2,231699,2011,Mumbai,Petrol,99820,Manual,1,5154
4229,Tata,HexaVaricor 400 XTA,1116899,2017,Mumbai,Diesel,29059,Automatic,1,24845
4230,Hyundai,i20SPORTZ 1.2 VTVT,401799,2012,Mumbai,Petrol,51541,Manual,1,8938
4231,Hyundai,Santro XingGLS,152499,2008,Mumbai,Petrol,44533,Manual,1,3392
4232,Hyundai,i20ASTA 1.2,274799,2011,Mumbai,Petrol,76933,Manual,1,6113
4233,Maruti,,1013299,2019,Mumbai,Petrol,11689,,1,22540
4234,Maruti,RitzLDI,385199,2016,Mumbai,Diesel,65765,Manual,1,8569
4235,Hyundai,i10SPORTZ 1.2 AT KAPPA2,306099,2013,Mumbai,Petrol,64763,Automatic,1,6809
4236,Maruti,Eeco5 STR CNG WITH AC PLUSHTR,456299,2018,Mumbai,Petrol + CNG,66161,Manual,1,10150
4237,Maruti,S CrossZETA 1.3 SHVS,862247,2018,Mumbai,Diesel,30406,Manual,1,19180
4238,Maruti,Vitara BrezzaLDI,759499,2019,Mumbai,Diesel,24435,Manual,1,16895
4239,Hyundai,Creta1.6 SX PLUS PETROL,798499,2015,Mumbai,Petrol,46166,Manual,1,17762
4240,Hyundai,,954999,2018,Mumbai,Diesel,16063,,1,21243
4241,Hyundai,Verna1.6 SX VTVT AT (O),1213999,2018,Mumbai,Petrol,21347,Automatic,1,27005
4242,Tata,NEXONXZ+ 1.5,860382,2018,Mumbai,Diesel,36514,Manual,1,19139
4243,Ssangyong,RextonRX5,446899,2013,Mumbai,Diesel,72656,Manual,1,9941
4244,Mahindra,Kuv100K4 6 STR,315899,2016,Mumbai,Petrol,76548,Manual,1,7027
4245,Tata,NanoTWIST XTA,191899,2016,Mumbai,Petrol,71051,Automatic,1,4269
4246,Honda,CityV MT PETROL,859299,2018,Mumbai,Petrol,14943,Manual,1,19115
4247,Maruti,ErtigaVDI ABS,576899,2013,Mumbai,Diesel,74233,Manual,1,12833
4248,Maruti,Swift DzireVDI,308599,2009,Mumbai,Diesel,88430,Manual,1,6865
4249,Ford,Ecosport1.5TITANIUM TDCI,1012599,2020,Mumbai,Diesel,16710,Manual,1,22525
4250,Maruti,Swift DzireVDI BS IV,306999,2010,Mumbai,Diesel,110215,Manual,1,6829
4251,Maruti,Wagon R 1.0LXI CNG,375600,2017,Mumbai,Petrol + CNG,48137,Manual,1,8355
4252,Maruti,CelerioVXI CNG,521599,2019,Mumbai,Petrol + CNG,42403,Manual,1,11603
4253,Tata,TiagoXT 1.2 REVOTRON,325699,2016,Mumbai,Petrol,81172,Manual,1,7245
4254,Volkswagen,PoloHIGHLINE1.2L PETROL,461599,2015,Mumbai,Petrol,84079,Manual,1,10268
4255,Fiat,Grand PuntoSPORT 1.3,312199,2014,Mumbai,Diesel,81737,Manual,1,6945
4256,Toyota,Innova Crysta2.4 VX 7 STR,1777899,2019,Mumbai,Diesel,49870,Manual,2,39548
4257,Maruti,DzireZDI Plus,673799,2017,Mumbai,Diesel,48556,Manual,1,14988
4258,Hyundai,i10MAGNA O WITH SUNROOF,184799,2008,Mumbai,Petrol,82148,Manual,3,4111
4259,Maruti,Wagon R 1.0LXI CNG,296499,2013,Mumbai,Petrol + CNG,92864,Manual,1,6595
4260,Volkswagen,PoloCOMFORTLINE 1.2L DIESEL,265199,2012,Mumbai,Diesel,95549,Manual,2,5899
4261,Hyundai,,976399,2018,Mumbai,Diesel,52987,,1,21719
4262,Hyundai,Verna1.6 SX VTVT (O),888199,2018,Mumbai,Petrol,40494,Manual,1,19757
4263,Hyundai,Creta1.6 SX PLUS AUTO PETROL,1015399,2016,Mumbai,Petrol,15915,Automatic,1,22587
4264,Honda,CitySV MT PETROL,524999,2014,Mumbai,Petrol,79677,Manual,1,11678
4265,Maruti,Vitara BrezzaZDI PLUS,957991,2018,Mumbai,Diesel,31474,Manual,1,21310
4266,Nissan,SunnyXV DIESEL,273299,2012,Mumbai,Diesel,118754,Manual,2,6079
4267,Hyundai,Verna1.6 SX VTVT,911899,2018,Mumbai,Petrol,29707,Manual,1,20285
4268,BMW,5 Series520D 2.0,1260399,2012,Mumbai,Diesel,99761,Automatic,2,28037
4269,Maruti,Swift DzireVDI BS IV,336899,2011,Mumbai,Diesel,121167,Manual,1,7494
4270,Maruti,Wagon R 1.0LXI CNG,377099,2014,Mumbai,Petrol + CNG,83400,Manual,1,8388
4271,Hyundai,i20SPORTZ 1.2 VTVT,297699,2012,Mumbai,Petrol,105532,Manual,2,6622
4272,Toyota,Innova Crysta2.8 GX AT 7 STR,1429999,2017,Mumbai,Diesel,98968,Automatic,1,31810
4273,Mercedes,Benz C ClassC220 CDI GRAND EDITION,1210499,2014,Mumbai,Diesel,97979,Automatic,1,26927
4274,Volkswagen,JettaHIGHLINE TDI AT,994799,2015,Mumbai,Diesel,96631,Automatic,1,22129
4275,Toyota,Innova2.5 G4 7 STR,500699,2010,Mumbai,Diesel,205948,Manual,2,11138
4276,Maruti,Eeco5 STR WITH AC PLUSHTR,232799,2013,Mumbai,Petrol + CNG,148048,Manual,2,5178
4277,Maruti,Wagon R 1.0LXI CNG,300999,2014,Mumbai,Petrol + CNG,174675,Manual,1,6696
4278,Toyota,Innova2.5 VX 7 STR BS IV,753699,2014,Mumbai,Diesel,241039,Manual,1,16766
4279,BMW,5 Series520D 2.0,1459499,2013,Mumbai,Diesel,93457,Automatic,2,32466
4280,Toyota,Innova2.5 G4 8 STR,377399,2008,Mumbai,Diesel,182406,Manual,2,8395
4281,Maruti,SwiftZXI,320899,2012,Mumbai,Petrol,40272,Manual,1,7138
4282,Hyundai,i10MAGNA 1.2,201399,2010,Mumbai,Petrol,39989,Manual,1,4480
4283,Maruti,Wagon R 1.0LXI CNG,392899,2014,Mumbai,Petrol + CNG,35970,Manual,1,8740
4284,Honda,CityVX CVT PETROL,727199,2016,Mumbai,Petrol,56287,Automatic,1,16176
4285,Hyundai,Creta1.6 CRDI SX PLUS AUTO,836499,2015,Mumbai,Diesel,97803,Automatic,1,18607
4286,Hyundai,i20SPORTZ 1.4 CRDI,338199,2013,Mumbai,Diesel,214799,Manual,1,7523
4287,Maruti,Alto K10VXI,166499,2012,Mumbai,Petrol,29067,Manual,2,3704
4288,Maruti,Swift DzireVDI BS IV,487199,2013,Mumbai,Diesel,53675,Manual,1,10837
4289,Maruti,Alto 800LXI,281699,2017,Mumbai,Petrol,12009,Manual,1,6266
4290,Maruti,Wagon R 1.0VXI,308499,2013,Mumbai,Petrol,17781,Manual,1,6862
4291,Hyundai,i10MAGNA 1.2 KAPPA2,251299,2011,Mumbai,Petrol,41577,Manual,1,5590
4292,Maruti,SwiftVXI,363199,2012,Mumbai,Petrol,47260,Manual,1,8079
4293,Honda,Amaze1.2 SMT I VTEC,387099,2013,Mumbai,Petrol,47239,Manual,2,8611
4294,Maruti,Swift DzireLDI BS IV,392399,2013,Mumbai,Diesel,53065,Manual,1,8729
4295,Hyundai,i10SPORTZ 1.2 AT KAPPA2,273299,2012,Mumbai,Petrol,48978,Automatic,3,6079
4296,Maruti,Alto K10LXI,205899,2014,Mumbai,Petrol,37168,Manual,3,4580
4297,Hyundai,EonERA PLUS,273599,2014,Mumbai,Petrol,39322,Manual,1,6086
4298,Toyota,EtiosVD,378199,2012,Mumbai,Diesel,67749,Manual,1,8413
4299,Maruti,DzireVXI,630899,2018,Mumbai,Petrol,21655,Manual,1,14034
4300,Maruti,SwiftZDI,463899,2014,Mumbai,Diesel,50674,Manual,1,10319
4301,Maruti,Wagon R 1.0VXI,293199,2014,Mumbai,Petrol,49738,Manual,2,6522
4302,Maruti,Alto K10VXI,198099,2011,Mumbai,Petrol,59578,Manual,1,4407
4303,Volkswagen,AmeoHIGHLINE 1.2,468999,2016,Mumbai,Petrol,24023,Manual,2,10433
4304,Maruti,CiazVXI PLUS,616499,2016,Mumbai,Petrol,37827,Manual,1,13714
4305,Honda,Jazz1.2 SELECT I VTEC,317199,2012,Mumbai,Petrol,63500,Manual,3,7056
4306,Hyundai,Elite i20SPORTZ 1.2,604299,2017,Mumbai,Petrol,21304,Manual,1,13442
4307,Maruti,SwiftVXI,342099,2012,Mumbai,Petrol,63871,Manual,1,7610
4308,Tata,TiagoXZ 1.2 REVOTRON,378799,2016,Mumbai,Petrol,67388,Manual,1,8426
4309,Renault,KwidRXT,286799,2016,Mumbai,Petrol,48597,Manual,2,6380
4310,Maruti,ErtigaZXI,640699,2015,Mumbai,Petrol,31048,Manual,1,14252
4311,Hyundai,i20 Active1.2 S,517899,2016,Mumbai,Petrol,41282,Manual,1,11520
4312,Maruti,DzireVDI,711500,2018,Mumbai,Diesel,28626,Manual,1,15827
4313,Maruti,Wagon R 1.0VXI,415799,2016,Mumbai,Petrol,44776,Manual,1,9249
4314,Volkswagen,VentoHIGHLINE PETROL AT,283099,2011,Mumbai,Petrol,82508,Automatic,3,6297
4315,Tata,,1434999,2020,Mumbai,Diesel,16127,,1,31921
4316,Maruti,Vitara BrezzaVDI OPT,701299,2016,Mumbai,Diesel,31717,Manual,1,15600
4317,Maruti,ErtigaVDI SHVS,760099,2016,Mumbai,Diesel,30894,Manual,1,16908
4318,Hyundai,Elite i201.4 CRDI ASTA (O),634199,2016,Mumbai,Diesel,44747,Manual,1,14107
4319,Renault,KwidRXT,276699,2016,Mumbai,Petrol,64939,Manual,2,6155
4320,Mahindra,TUV300T8,669199,2016,Mumbai,Diesel,61131,Manual,1,14886
4321,Hyundai,Creta1.6 SX VTVT,1101099,2019,Mumbai,Petrol,17046,Manual,1,24493
4322,Maruti,Swift DzireVXI 1.2 BS IV,435199,2015,Mumbai,Petrol,70649,Manual,1,9681
4323,Tata,NEXONXZ+ 1.5,865099,2018,Mumbai,Diesel,24568,Manual,1,19244
4324,Hyundai,,779799,2016,Mumbai,Petrol,61905,,2,17346
4325,Toyota,Innova2.5 GX 8 STR BS IV,795399,2012,Mumbai,Diesel,55023,Manual,1,17693
4326,Mahindra,TUV300T8,662199,2016,Mumbai,Diesel,53203,Manual,1,14730
4327,Honda,CityV MT PETROL,210299,2009,Mumbai,Petrol,148906,Manual,2,4678
4328,Maruti,Swift DzireVDI BS IV,268599,2010,Mumbai,Diesel,197455,Manual,1,5975
4329,Tata,HarrierXZ 2.0L Kryotec,1623499,2019,Mumbai,Diesel,22440,Manual,1,36114
4330,Skoda,RapidELEGANCE 1.6 TDI MT,328499,2012,Mumbai,Diesel,123831,Manual,1,7307
4331,Maruti,DzireZDI Plus AMT,780999,2017,Mumbai,Diesel,61713,Automatic,1,17373
4332,Maruti,SwiftVDI,370099,2012,Mumbai,Diesel,91857,Manual,1,8233
4333,Maruti,S CrossZETA 1.3,660699,2016,Mumbai,Diesel,52354,Manual,1,14697
4334,Maruti,ErtigaVDI,608599,2015,Mumbai,Diesel,83771,Manual,1,13538
4335,Maruti,SwiftVDI ABS,512999,2016,Mumbai,Diesel,79244,Manual,1,11411
4336,Maruti,Swift DzireVDI BS IV,461999,2013,Mumbai,Diesel,78840,Manual,1,10277
4337,Maruti,Swift DzireVDI,334099,2011,Mumbai,Diesel,105683,Manual,1,7432
4338,Maruti,ErtigaVDI SHVS,884299,2018,Mumbai,Diesel,52554,Manual,1,19671
4339,Hyundai,i20ASTA 1.4 CRDI,283199,2011,Mumbai,Diesel,118057,Manual,2,6300
4340,Toyota,Etios LivaGD,383799,2014,Mumbai,Diesel,86659,Manual,1,8537
4341,Skoda,Superb1.8 TSI LK AT,1767199,2016,Mumbai,Petrol,22869,Automatic,1,39310
4342,Honda,CitySV MT DIESEL,510699,2014,Mumbai,Diesel,90138,Manual,1,11360
4343,Honda,CityV MT PETROL,417399,2012,Mumbai,Petrol,109760,Manual,1,9285
4344,Tata,NEXONXM 1.5,691599,2018,Mumbai,Diesel,85891,Manual,1,15384
4345,Hyundai,i20ASTA 1.2,229899,2009,Mumbai,Petrol,120578,Manual,2,5114
4346,Mercedes,Benz C ClassC 220 CDI CLASSIC,960999,2012,Mumbai,Diesel,45939,Manual,3,21377
4347,Maruti,Swift DzireVDI BS IV,501399,2012,Mumbai,Diesel,86683,Manual,1,11153
4348,Hyundai,i20ASTA 1.2,256899,2009,Mumbai,Petrol,116752,Manual,1,5715
4349,Hyundai,Creta1.6 CRDI SX PLUS AUTO,1026599,2016,Mumbai,Diesel,112308,Automatic,1,22836
4350,Maruti,S CrossZETA 1.3,593699,2015,Mumbai,Diesel,93850,Manual,1,13207
4351,Hyundai,Grand i10SPORTZ 1.1 CRDI,399999,2016,Mumbai,Diesel,118349,Manual,1,8898
4352,Hyundai,,782299,2015,Mumbai,Diesel,99645,,1,17402
4353,Ford,Ecosport1.5 AMBIENTE TDCI,441899,2014,Mumbai,Diesel,145347,Manual,2,9830
4354,Toyota,Etios LivaGD,305799,2013,Mumbai,Diesel,125436,Manual,3,6802
4355,Maruti,ErtigaVDI SHVS,762199,2016,Mumbai,Diesel,90775,Manual,1,16955
4356,Honda,Amaze1.5 SMT I DTEC,303399,2013,Mumbai,Diesel,116584,Manual,1,6749
4357,Maruti,Wagon RLXI,186099,2009,Mumbai,Petrol,72047,Manual,1,4140
4358,Maruti,Vitara BrezzaVDI AMT,911799,2019,Mumbai,Diesel,10813,Manual,1,20282
4359,Maruti,DzireZXI,611499,2017,Mumbai,Petrol,37024,Manual,1,13602
4360,Skoda,RapidStyle 1.5 TDI AT,632499,2016,Mumbai,Diesel,55629,Automatic,1,14070
4361,Ford,Ecosport1.5TITANIUM TDCI,494799,2014,Mumbai,Diesel,77383,Manual,2,11007
4362,Maruti,BalenoDELTA 1.2 K12,551799,2016,Mumbai,Petrol,10229,Manual,1,12274
4363,Maruti,CelerioVXI,345299,2015,Mumbai,Petrol,14830,Manual,1,7681
4364,Hyundai,EonERA PLUS,209099,2013,Mumbai,Petrol,42099,Manual,3,4651
4365,Toyota,Etios LivaG,289799,2011,Mumbai,Petrol,49479,Manual,2,6446
4366,Honda,Amaze1.2 SMT I VTEC,336599,2013,Mumbai,Petrol,33175,Manual,1,7487
4367,Maruti,Swift DzireVXI 1.2 BS IV,526199,2016,Mumbai,Petrol,26583,Manual,1,11705
4368,Maruti,CelerioVXI CNG,564399,2019,Mumbai,Petrol + CNG,15008,Manual,1,12555
4369,Maruti,Wagon R 1.0LXI,302099,2015,Mumbai,Petrol,21236,Manual,2,6720
4370,Hyundai,i10MAGNA 1.2,186299,2009,Mumbai,Petrol,31906,Manual,2,4144
4371,Honda,CityV MT DIESEL,581999,2015,Mumbai,Diesel,66945,Manual,1,12946
4372,Maruti,AltoLXI,146999,2009,Mumbai,Petrol,35094,Manual,1,3270
4373,Maruti,ErtigaZXI,502899,2013,Mumbai,Petrol,72766,Manual,1,11187
4374,Hyundai,Elite i20MAGNA 1.2,476799,2014,Mumbai,Petrol,64533,Manual,1,10606
4375,Maruti,Swift DzireVXI 1.3,309499,2009,Mumbai,Petrol,33532,Manual,1,6885
4376,Maruti,ErtigaZXI PLUS,722899,2017,Mumbai,Petrol,29397,Manual,1,16080
4377,Toyota,EtiosGD,381099,2013,Mumbai,Diesel,74221,Manual,1,8477
4378,Hyundai,,1123599,2018,Mumbai,Diesel,16918,,1,24994
4379,Maruti,SwiftVDI,394099,2013,Mumbai,Diesel,84296,Manual,1,8767
4380,Maruti,Swift DzireZDI AMT,626299,2017,Mumbai,Diesel,62638,Automatic,2,13932
4381,Ford,Ecosport1.5 TITANIUMTDCI OPT,638499,2016,Mumbai,Diesel,74559,Manual,1,14203
4382,Honda,Amaze1.2 SMT I VTEC,368299,2015,Mumbai,Petrol,72343,Manual,1,8193
4383,Volkswagen,VentoHIGHLINE PETROL,387099,2014,Mumbai,Petrol,93629,Manual,1,8611
4384,Maruti,ErtigaVDI SHVS,749399,2016,Mumbai,Diesel,131729,Manual,1,16670
4385,Renault,Duster85 PS RXE,467699,2015,Mumbai,Diesel,171979,Manual,1,10404
4386,Maruti,BalenoDELTA 1.2 K12,587699,2017,Mumbai,Petrol,30840,Manual,1,13073
4387,Hyundai,i10MAGNA 1.2 KAPPA2,183780,2010,Mumbai,Petrol,68741,Manual,1,4088
4388,Hyundai,i20MAGNA 1.2 VTVT,340499,2013,Mumbai,Petrol + CNG,98182,Manual,1,7574
4389,Maruti,,479799,2016,Mumbai,Diesel,133455,,1,10673
4390,Maruti,Alto 800LXI,315699,2017,Mumbai,Petrol,11977,Manual,1,7023
4391,Maruti,Alto 800LXI,333799,2018,Mumbai,Petrol,10284,Manual,1,7425
4392,Hyundai,i10MAGNA 1.2 KAPPA2,280499,2012,Mumbai,Petrol,39357,Manual,1,6240
4393,Renault,KwidRXT,268699,2016,Mumbai,Petrol,18294,Manual,2,5977
4394,Hyundai,i20MAGNA O 1.2,261599,2011,Mumbai,Petrol,57798,Manual,4,5819
4395,Hyundai,Elite i20SPORTZ 1.2,577799,2017,Mumbai,Petrol,23132,Manual,1,12853
4396,Hyundai,VernaFLUIDIC 1.6 SX VTVT,558399,2014,Mumbai,Petrol,35605,Manual,1,12421
4397,Hyundai,Grand i10SPORTZ 1.2 KAPPA VTVT,601599,2019,Mumbai,Petrol,5110,Manual,1,13382
4398,Maruti,Wagon R 1.0VXI,364799,2015,Mumbai,Petrol,59188,Manual,3,8115
4399,Maruti,Alto 800LXI,293799,2016,Mumbai,Petrol,50872,Manual,1,6535
4400,Maruti,DzireVXI AMT,752399,2020,Mumbai,Petrol,14879,Automatic,1,16737
4401,Hyundai,Elite i201.2 SPORTS PLUS VTVT,648299,2019,Mumbai,Petrol,20204,Manual,1,14421
4402,Toyota,Innova2.5 G4 8 STR,565899,2010,Mumbai,Diesel,64387,Manual,1,12588
4403,Maruti,Alto 800LXI,297899,2017,Mumbai,Petrol,55180,Manual,1,6627
4404,Honda,WR-V1.5 i-DTEC VX MT,838599,2018,Mumbai,Diesel,32522,Manual,1,18654
4405,Maruti,Alto 800LXI,261899,2014,Mumbai,Petrol,69630,Manual,4,5826
4406,Hyundai,Verna1.6 SX VTVT,854499,2018,Mumbai,Petrol,30768,Manual,1,19008
4407,Maruti,Vitara BrezzaLDI,664699,2017,Mumbai,Diesel,51514,Manual,1,14786
4408,Maruti,Swift DzireZDI,415499,2012,Mumbai,Diesel,102656,Manual,2,9243
4409,Mahindra,XUV500W10,1276299,2017,Mumbai,Diesel,70639,Manual,2,28391
4410,Maruti,CiazZDI+ SHVS,607099,2016,Mumbai,Diesel,98340,Manual,1,13505
4411,Hyundai,i10MAGNA 1.2 KAPPA2,230499,2010,Mumbai,Petrol,105978,Manual,1,5127
4412,Maruti,CiazVDI+ SHVS,893899,2016,Mumbai,Diesel,109483,Manual,1,19884
4413,Maruti,CiazVDI+ SHVS,630699,2016,Mumbai,Diesel,87883,Manual,1,14030
4414,Maruti,Wagon R 1.0LXI,282899,2011,Mumbai,Petrol,18260,Manual,1,6293
4415,Maruti,Alto 800LXI,357699,2018,Mumbai,Petrol,12710,Manual,1,7957
4416,Maruti,Eeco5 STR WITH AC PLUSHTR,459899,2019,Mumbai,Petrol,9889,Manual,2,10230
4417,Maruti,CelerioZXI,535599,2019,Mumbai,Petrol,3762,Manual,1,11914
4418,Maruti,Wagon R 1.0VXI,376699,2014,Mumbai,Petrol,36047,Manual,1,8379
4419,Maruti,Wagon R 1.0VXI,392699,2015,Mumbai,Petrol,41740,Manual,1,8735
4420,Maruti,Wagon R 1.0VXI,336099,2013,Mumbai,Petrol,49645,Manual,1,7476
4421,Maruti,Alto 800LXI,279599,2016,Mumbai,Petrol,36692,Manual,1,6220
4422,Honda,Brio1.2 S MT I VTEC,321399,2014,Mumbai,Petrol,40573,Manual,3,7149
4423,Maruti,Alto K10VXI,267699,2013,Mumbai,Petrol,41331,Manual,1,5955
4424,Maruti,Alto K10VXI AMT,312599,2016,Mumbai,Petrol,34256,Manual,1,6954
4425,Hyundai,Grand i10MAGNA 1.2 VTVT,364599,2014,Mumbai,Petrol,50695,Manual,3,8110
4426,Maruti,Swift DzireVDI BS IV,481799,2012,Mumbai,Diesel,51522,Manual,1,10717
4427,Maruti,DzireVXI,627099,2017,Mumbai,Petrol,26451,Manual,1,13949
4428,Hyundai,Grand i10SPORTZ 1.2 KAPPA VTVT,586099,2019,Mumbai,Petrol,20432,Manual,1,13037
4429,Mahindra,TUV300T6,581899,2016,Mumbai,Diesel,44617,Manual,1,12944
4430,Hyundai,Elite i20ASTA 1.2 (O),752899,2019,Mumbai,Petrol,13214,Manual,2,16748
4431,Maruti,DzireVXI,630699,2017,Mumbai,Petrol,39370,Manual,1,14030
4432,Honda,CityV MT PETROL,565499,2015,Mumbai,Petrol,63961,Manual,2,12579
4433,Maruti,Alto 800LXI,283699,2015,Mumbai,Petrol,57004,Manual,1,6311
4434,Maruti,Wagon R 1.0VXI,396199,2016,Mumbai,Petrol,54500,Manual,1,8813
4435,Honda,CityVX CVT PETROL,730099,2015,Mumbai,Petrol,37376,Automatic,2,16241
4436,Volkswagen,PoloHIGHLINE1.2L PETROL,402899,2015,Mumbai,Petrol,57100,Manual,4,8962
4437,Maruti,Alto 800LXI,330699,2018,Mumbai,Petrol,37222,Manual,1,7356
4438,Maruti,Wagon R 1.0VXI,410299,2017,Mumbai,Petrol,83370,Manual,3,9127
4439,Maruti,Wagon R 1.0LXI,349399,2014,Mumbai,Petrol,59943,Manual,1,7772
4440,Hyundai,XcentSX 1.1 CRDI OPT,392099,2014,Mumbai,Diesel,74215,Manual,1,8722
4441,Hyundai,Verna1.4 VTVT E,712500,2018,Mumbai,Petrol,31004,Manual,1,15849
4442,Maruti,ErtigaVDI SHVS,929899,2018,Mumbai,Diesel,24285,Manual,1,20685
4443,Maruti,Wagon R 1.0VXI,289099,2012,Mumbai,Petrol,75059,Manual,3,6431
4444,Maruti,SwiftVXI,475199,2015,Mumbai,Petrol,59126,Manual,3,10571
4445,Maruti,Swift DzireVDI ABS,590999,2015,Mumbai,Diesel,74790,Manual,1,13146
4446,Maruti,SwiftVXI,548599,2017,Mumbai,Petrol,49565,Manual,1,12203
4447,Maruti,SwiftVDI,324199,2010,Mumbai,Diesel,100506,Manual,3,7212
4448,Volkswagen,PoloHIGHLINE1.2L PETROL,429599,2013,Mumbai,Petrol,68619,Manual,1,9556
4449,Maruti,Wagon R 1.0VXI AMT,422499,2016,Mumbai,Petrol,51919,Automatic,1,9398
4450,Mahindra,TUV300T8,561199,2015,Mumbai,Diesel,60858,Manual,3,12484
4451,Maruti,CiazVDI+ SHVS,905499,2016,Mumbai,Diesel,88333,Manual,1,20142
4452,Maruti,Swift DzireVXI 1.2 BS IV,561199,2016,Mumbai,Petrol,68126,Manual,1,12484
4453,Maruti,Swift DzireVDI BS IV,471799,2013,Mumbai,Diesel,101501,Manual,1,10495
4454,Maruti,Wagon R 1.0VXI,335999,2013,Mumbai,Petrol,120570,Manual,1,7474
4455,Maruti,SwiftVDI,409099,2012,Mumbai,Diesel,170576,Manual,1,9100
4456,Maruti,Swift DzireZDI,464999,2012,Mumbai,Diesel,141497,Manual,1,10344
4457,Honda,CityVX MT DIESEL,598799,2014,Mumbai,Diesel,115577,Manual,2,13320
4458,Maruti,Swift DzireVDI BS IV,572899,2014,Mumbai,Diesel,172930,Manual,1,12744
4459,Maruti,SwiftVDI,445999,2012,Mumbai,Diesel,163832,Manual,3,9921
4460,Hyundai,i20 Active1.2 S,540999,2015,Mumbai,Petrol,112510,Manual,1,12034
4461,Mahindra,ScorpioS6 PLUS,777299,2016,Mumbai,Diesel,169972,Manual,3,17291
4462,Maruti,Swift DzireVDI BS IV,525099,2013,Mumbai,Diesel,137748,Manual,1,11681
4463,Maruti,CiazDELTA 1.3 DDIS SHVS,636399,2017,Mumbai,Diesel,149019,Manual,1,14156
4464,Maruti,Swift DzireVDI BS IV,486099,2013,Mumbai,Diesel,213670,Manual,1,10813
4465,Toyota,Innova2.5 GX 8 STR BS IV,698999,2013,Mumbai,Diesel,250810,Manual,2,15549
4466,Maruti,Alto 800LXI,316699,2016,Mumbai,Petrol,5089,Manual,1,7045
4467,Hyundai,EonMAGNA PLUS,320599,2014,Mumbai,Petrol,4551,Manual,1,7132
4468,Hyundai,i10MAGNA 1.2,240299,2010,Mumbai,Petrol,31298,Manual,1,5345
4469,Maruti,SwiftVXI,351399,2013,Mumbai,Petrol,50633,Manual,1,7817
4470,Renault,KwidRXT,338399,2017,Mumbai,Petrol,29875,Manual,1,7527
4471,Maruti,CiazVXI PLUS,622299,2016,Mumbai,Petrol,30032,Manual,1,13843
4472,Maruti,Wagon R 1.0VXI,337299,2016,Mumbai,Petrol,46047,Manual,2,7503
4473,Maruti,RitzVXI BS IV,175599,2009,Mumbai,Petrol,72696,Manual,1,3906
4474,Maruti,DzireVXI,602799,2017,Mumbai,Petrol,9487,Manual,1,13409
4475,Ford,Ecosport1.5 TITANIUM TI VCT,713599,2016,Mumbai,Petrol,18451,Manual,1,15874
4476,Hyundai,i20SPORTZ 1.4 CRDI,379099,2013,Mumbai,Diesel,88809,Manual,1,8433
4477,Maruti,BalenoALPHA 1.2 K12,543199,2017,Mumbai,Petrol,66202,Manual,1,12083
4478,Renault,DusterRXL AMT 110 PS,711599,2016,Mumbai,Diesel,54183,Automatic,1,15829
4479,Maruti,DzireVXI,594699,2017,Mumbai,Petrol,21764,Manual,1,13229
4480,Renault,,482999,2015,Mumbai,Diesel,57200,,2,10744
4481,Maruti,ErtigaVXI ABS,701500,2017,Mumbai,Petrol,12577,Manual,1,15604
4482,Maruti,RitzVXI BS IV,374899,2010,Bangalore,Petrol,27602,Manual,1,8339
4483,Tata,NanoXT TWIST,175099,2015,Bangalore,Petrol,13978,Manual,1,3895
4484,Maruti,Alto 800LXI,282199,2012,Bangalore,Petrol,28642,Manual,1,6277
